Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
The Afro-Beats Xperience – All White Party Phx,"Silent Partner Presents: The Afro-Beats Xperience – All White Party Silent Partner Presents: The Afro-Beats Xperience – All White Party Get ready for an unforgettable night of rhythm, culture, and elevated vibes as Silent Partner brings you The Afro-Beats Xperience All White Party where style meets sound and the dance floor never stops moving. Immerse yourself in the electrifying sounds of Afro-Beats and Amapiano, curated for music lovers who appreciate global vibes, high energy, and premium nightlife experiences. This Memorial Day Weekend, step out in your best All White Attire and experience an upscale party atmosphere featuring world-class music, beautiful people, and an unmatched late-night vibe. Music By: Top Indmix DJs bringing the heat with the best in Afro-Beats, Amapiano, and international party anthems. Event Details: Location: Stadium Sports Bar & Lounge Address: 50 West Jefferson Street, Phoenix, Arizona 85003 Date: Sunday, May 24, 2026 Time: 9:30 PM – 2:00 AM Dress Code: All White Fashion (Highly Encouraged) Celebrate Memorial Day Weekend the right way great music, premium energy, and an experience you don’t want to miss. Secure your tickets early. This event is expected to sell out. All sales final absolutely no refunds",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176846546%2F41750228056%2F1%2Foriginal.20260206-031052?w=600&auto=format%2Ccompress&q=75&sharp=10&s=866e3ed7a5af5f3d829412cda44a37cc,05/24/2026,,05/25/2026,09:30 PM,Stadium Sports Bar & Lounge,50 West Jefferson Street,STE 280 Phoenix,AZ,85003,https://www.eventbrite.com/e/the-afro-beats-xperience-all-white-party-phx-tickets-1982477896756
"NASW Arizona Annual Conference May 8th, 2026","Join us in-person ONLY for our annual conference on Friday, May 8th! The tentative timeline is below. Note there is NO VIRTUAL option.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1129557023%2F468170410993%2F1%2Foriginal.20250919-182554?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e6fab29d19bfa0a67b26e1fe59afb4c,05/08/2026,07:00 AM,05/08/2026,05:00 PM,Desert Willow Conference Center,4340 East Cotton Center Boulevard,Phoenix,AZ,85040,https://www.eventbrite.com/e/nasw-arizona-annual-conference-may-8th-2026-tickets-1596360590499
T&T Construction Open,"T&T Construction Open - Golf Tournament We are excited to be back hosting our 28th annual Golf Tournament. You guys/gals and your generosity make this a great tournament. We are looking forward to providing the Fountain Hills High School sports programs with a much-needed boost to their funding. The As before, this tournament’s purpose is to raise money for the Fountain Hills High School Lady Falcon’s Softball program, the Fountain Hills High School Lady Falcon’s Volleyball program and the Fountain Hills Wrestling program. In 2025, through your generosity, we were able to raise over T&T Construction",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175354480%2F2034486225733%2F1%2Foriginal.20260120-170650?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7e72dd9569908b9d57695d7c570c1350,04/24/2026,07:30 AM,04/24/2026,,Arizona Grand Golf Course,Arizona Grand Parkway,Phoenix,AZ,85044,https://www.eventbrite.com/e/tt-construction-open-tickets-1981013450558
Lunchtime Theater: Hometown Heroes Barbershop Quartet,"Hometown Heroes Barbershop Quartet blends their unique harmony of voices to a fun medley of Americana favorite. Hometown Heroes Barbershop Quartet adds the unique harmony of their voices to a fun lineup of American favorites in a popular Lunchtime Theater series at the Arts HQ Gallery in Surprise, AZ. Surrounded by the gallery artwork, enjoy camraderie as the melodic quartet inspires, entertains, and brings people today, celebrating the nostalgic tradition of barbershop music. Lunchtime Theater is a seasonal musical and theater performance program offered to enrich the community of the West Valley in Arizona. Presented in partnership with the West Valley Arts Council and the City of Surprise, and hosted at the Arts HQ Gallery, it is a unique, diverse, and intimate experience among the visual and performing arts. Surrounded by gallery artwork, Arizona talent from the Phoenix Opera to local jazz trios and theater groups perform in an afternoon 1-hour show once a month from October-April. Ticket reservations are required in advance, and attendees are welcome to bring their own lunch or go out and support one of the many local restaurants in Surprise. Open seating begins at 11:30am, and each performance runs 12noon-1pm. (623) 584-2626. The Arts HQ Gallery is located at 16126 N. Civic Center Plaza, Ste 102, in Surprise, AZ just north of the Surprise City Hall. Free parking on either side of the one-story building. The entrance is on the west side. Additional parking in the adjacent City Court parking lot.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1096999983%2F470184576141%2F1%2Foriginal.20250815-193048?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.0095768852898&fp-y=0.00653688728129&s=00ac87fb996c9dd4d457c9fb5ceade50,04/23/2026,12:00 PM,04/23/2026,01:00 PM,West Valley Arts HQ Gallery,16126 North Civic Center Plaza,Surprise,AZ,85374,https://www.eventbrite.com/e/lunchtime-theater-hometown-heroes-barbershop-quartet-tickets-1560593269479
2026 Signature Event- Reinvention from Within: Leading Through Change,"Leadership is evolving. Join us for a bold, interactive experience designed to help you lead through change with confidence.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177782827%2F142010069363%2F1%2Foriginal.20260217-232546?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.271&fp-y=0.063&s=553dbba6367691b1d2ee2cdf44ca479c,04/30/2026,11:00 AM,04/30/2026,04:00 PM,Grayhawk Golf Course - The Fairway House,8620 East Thompson Peak Parkway,Scottsdale,AZ,85255,https://www.eventbrite.com/e/2026-signature-event-reinvention-from-within-leading-through-change-tickets-1983402422036
AEC Development Day,"Back for our third and largest event yet - the 2026 AEC Development Day. Hosted at Sneaky Big Studios in Scottsdale, Arizona!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175269211%2F245454853291%2F1%2Foriginal.20260119-193940?w=600&auto=format%2Ccompress&q=75&sharp=10&s=80963c7fa827921104cb66db6bacc406,05/07/2026,07:30 AM,05/07/2026,03:30 PM,Sneaky Big,15750 North Northsight Boulevard,Scottsdale,AZ,85260,https://www.eventbrite.com/e/aec-development-day-tickets-1980895230960
NRG's Annual Spring Showcase 2026: UNDER THE BIG TOP,"THE EVENT of the SEASON! NRG Ballroom invites you to join your fellow dancers, friends and family for an evening of spectacular dancing! 5:15pm Doors Open 5:30pm – 6:15pm VIP Buffet Dinner 6:15pm - 7pm Social Dancing 6:30pm Doors Open for General Admission Ticket Holders 7pm Showcase Starts - Front Row and Second Row Assigned Table Seating - Buffet Dinner - Dessert Bar - Assigned Chair seating along the walls - Dessert Bar -Doors open at 6:30pm For more info contact the studio: (480) 777 8877 / nrgballroom@gmail.com",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177646821%2F197345455480%2F1%2Foriginal.20260216-172702?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=bdc997d3507dba518f108a1833ab6d1e,04/18/2026,05:30 PM,04/18/2026,10:00 PM,NRG Ballroom,931 E Elliot Rd STe 101,Tempe,,85284,https://www.eventbrite.com/e/nrgs-annual-spring-showcase-2026-under-the-big-top-tickets-1983275869514
The Jive Aces with Pat Roberts & The Heymakers @ The Rhythm Room in Phoenix,"The U.K.'s number one swing and jive band in Phoenix for ONE NIGHT ONLY! As seen on Britain's Got Talent. Together for over three decades, this extremely popular six piece group have performed at thousands of festivals, theatres and events throughout the UK, Europe and USA, as well as Japan, Israel, South Africa, Morrocco and the Caribbean, 30 countries in all. The Jive Aces are renowned for their high energy Jump Jive music (the exciting sound where Swing meets Rock ‘n Roll) and spectacular stage show. They combine a mixture of fresh arrangements of swing - songs made famous by such greats as Louis Prima, Cab Calloway, Bobby Darin, Louis Armstrong, Dean Martin, Big Joe Turner and Sammy Davis Jr. - along with a selection of superb swinging originals taken from their studio albums. The Jive Aces opened the London Olympics, played for the Queen of England at her Diamond Jubilee, were the first band to make it to the finals of Britain's Got Talent, had several viral videos, and have toured around the world three times. Rhythm Room - 1019 E. Indian School Rd., Phoenix Ages 21+ Videos:",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173454111%2F330820088115%2F1%2Foriginal.20251223-151411?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.518&fp-y=0.113&s=bd5fbae2cebe5aa54938aa63467a3d11,04/13/2026,06:00 PM,04/13/2026,10:00 PM,The Rhythm Room,1019 East Indian School Road,Phoenix,AZ,85014,https://www.eventbrite.com/e/the-jive-aces-with-pat-roberts-the-heymakers-the-rhythm-room-in-phoenix-tickets-1978895732406
Tarzan: The Musical | Friday 6:30pm,"Join us for an unforgettable musical adventure about love, family, and finding where you belong! Join Shine Theatre Company for an unforgettable adventure filled with soaring vocals, wild dance numbers, and a story about love, family, and finding where you belong. With music by Phil Collins and a story full of adventure, heart, and high-energy fun, this show is packed with musical excitement that only live theatre can provide. We can’t wait to see you in the jungle!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175006123%2F2300270875363%2F1%2Foriginal.20260115-223855?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b8a57b26ab875f1147aa7fd185930c51,04/24/2026,06:30 PM,04/24/2026,09:00 PM,Highlands Church,9050 East Pinnacle Peak Road,Scottsdale,AZ,85255,https://www.eventbrite.com/e/tarzan-the-musical-friday-630pm-tickets-1982979110901
Vamos A Reir Un Poco (Let's laugh a little) - MESA ARIZONA,"Award-winning storyteller, writer and actor, Rick ""Wind"" Herrera, is back with a new one-man show and you don't want to miss this!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1110995473%2F149069558275%2F1%2Foriginal.20250901-220409?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=396fde91e69cc515b7fa87677f29e361,04/18/2026,04:00 PM,04/18/2026,06:00 PM,Main Street Creative Arts Center,933 East Main Street,Mesa,AZ,85203,https://www.eventbrite.com/e/vamos-a-reir-un-poco-lets-laugh-a-little-mesa-arizona-tickets-1653115656429
"Etyrnal$tatic Live in Phoenix, AZ May 10th","Etyrnal$tatic Live in Phoenix, AZ May 10th Etyrnal$tatic Live in Phoenix, AZ May 10th",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176666652%2F245586790431%2F1%2Foriginal.20260204-134858?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.516&fp-y=0.678&s=fbfb0172455ec997d11d5b203310ae8a,05/10/2026,07:00 PM,05/10/2026,11:00 PM,Nile Theater,105 West Main Street,Mesa,AZ,85210,https://www.eventbrite.com/e/etyrnaltatic-live-in-phoenix-az-may-10th-tickets-1982353587945
Tarot Curd: A Cheese & Card Reading,"An unusual pairing or a divine match? Tarot and cheese have more in common than you think! Ever wonder what your cheese says about you? (Us neither, until now.) Join us for an evening where ancient mysticism meets artisan dairy - because why shouldn't cheese have its fortune told? We're pairing six spectacular American cheeses with Major Arcana tarot cards, exploring the stories, personalities, and straight-up magic in each wheel. Pull a card at the door. Find your cheese on the board. Taste your way through fresh chèvre innocence, cave-aged wisdom, and the beautiful chaos of blue mold breaking through. We'll talk about transformation, partnership, disruption, and joy - all through the lens of really, really good cheese. No tarot experience needed. No cheese expertise required. Just bring your curiosity and maybe a sense of humor about the whole thing. This is mysticism you can eat. Fortune-telling you can taste. The Whey of the Cards. Space is limited to keep things intimate. Grab your spot before they vanish into the ether (or, you know, sell out).",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176691315%2F924957775553%2F1%2Foriginal.20260204-173159?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1f610a71dc0a312991be707493e22d4d,04/25/2026,07:00 PM,04/25/2026,08:30 PM,Shea Cheese Lounge,10880 North 32nd Street,UNIT 21 Phoenix,AZ,85028,https://www.eventbrite.com/e/tarot-curd-a-cheese-card-reading-tickets-1982366471480
"MAY 10th: Black Smurf Live in Phoenix, AZ with TokinPotent","MAY 10th: Black Smurf Live in Phoenix, AZ with TokinPotent MAY 10th: Black Smurf Live in Phoenix, AZ with TokinPotent ALL TICKET OPTIONS AT BLACKSMURFTOUR.COM ALL AGES DOORS AT 7PM MEET N GREET AFTER PERFORMANCE Text 817-630-1279 for questions, performance and vendor information!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176020907%2F245586790431%2F1%2Foriginal.20260128-021725?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.525&fp-y=0.611&s=5413eba72d75a86bc45fc4b39860c4d4,05/10/2026,07:00 PM,05/10/2026,11:30 PM,Nile Theater,105 West Main Street,Mesa,AZ,85210,https://www.eventbrite.com/e/may-10th-black-smurf-live-in-phoenix-az-with-tokinpotent-tickets-1981824194515
